label,penaltyCost,pickupArrivalWaypoint,pickupDuration,pickupCost,pickupStartTime,pickupSoftStartTime,pickupEndTime,pickupSoftEndTime,pickupCostPerHourBeforeSoftStartTime,pickupCostPerHourAfterSoftStartTime,pickupCostPerHourAfterSoftEndTime,deliveryArrivalWaypoint,deliveryDuration,deliveryCost,deliveryStartTime,deliverySoftStartTime,deliveryEndTime,deliverySoftEndTime,deliveryCostPerHourBeforeSoftStartTime,deliveryCostPerHourAfterSoftEndTime,loadDemand1Type,loadDemand1Value,loadDemand2Type,loadDemand2Value,loadDemand3Type,loadDemand3Value,loadDemand4Type,loadDemand4Value,allowedVehicleIndices
Order - 11,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.38422950254238, 26.105571205978805",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 12,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.54571117029181, 26.134548823603637",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 13,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.45758956438661, 26.195302056066822",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 14,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41262995885424, 26.200833396355677",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,5,,,,,,,
Order - 15,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.45901601875647, 26.15553120733108",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 16,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.404117418625674, 26.183840279316485",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,10,,,,,,,
Order - 17,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41132201274064, 26.11367348387253",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 18,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.38290407227365, 26.140110205473462",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,5,,,,,,,
Order - 19,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.40176809563408, 26.173721832689978",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 20,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41351578540676, 26.196093610253115",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 21,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.44095663748948, 26.21424380271668",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 22,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41704848433409, 26.133027726274804",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 23,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.38031390953128, 26.10196892890616",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 24,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.492951019450004, 26.172170694364723",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 25,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41033450204512, 26.115821066957324",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 26,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41314720376769, 26.10740487233224",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 27,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.37582562528115, 26.159844387800376",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 28,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.473565063660544, 26.16690162565874",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 29,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.47973513739703, 26.154803961648526",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 30,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.45708054094186, 26.2311803064714",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,5,,,,,,,
Order - 31,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.48689418780495, 26.173714586973006",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 32,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.45856285471069, 26.221771800879537",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 33,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.40459449629907, 26.217185820225723",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 34,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41536716672141, 26.191196047975865",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 35,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.36088814272662, 26.135900801586047",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,10,,,,,,,
Order - 36,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.50967544911407, 26.026122698741574",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 37,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.442852794476124, 25.994197104810013",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 38,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.43921785582182, 26.081039995027083",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 39,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.453556147359194, 26.20250208126285",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 40,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.437792423792814, 25.997347164257377",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 41,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42604134399505, 26.132038768668252",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 42,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.527366745363, 25.984220279841963",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 43,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42731769474855, 26.136464052761056",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 44,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.466096390236686, 26.1075610667952",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 45,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.38610759014526, 26.16303942364695",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 46,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.460802565379936, 26.179596341231473",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 47,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.54913538866791, 26.060392963108768",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 48,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.448071480253276, 26.21704666068564",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 49,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.43321684646955, 26.204069054966908",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,5,,,,,,,
Order - 50,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.51028964957649, 26.015015577549377",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 51,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.38300897744685, 26.168301958809963",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 52,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.37742367082197, 26.15376870718225",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 53,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42453040489008, 26.0392729136004",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,10,,,,,,,
Order - 54,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.40273903057121, 26.182798429590463",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 55,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.365755973065376, 26.085738738851433",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 56,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.438330691959266, 26.109903803803746",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 57,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42804677916311, 26.19889323115578",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 58,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.52239288876598, 25.984792634093054",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,5,,,,,,,
Order - 59,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.40999097811587, 26.13164457012772",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 60,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42672759393804, 26.145853330536966",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 61,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.38526611451212, 26.13423021106712",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 62,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.45342277067934, 26.138701705880294",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 63,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.49687427498583, 26.19542391062751",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 64,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.38058022921163, 26.17367851365691",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 65,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.400129227250545, 26.21752236233897",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 66,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.372105008976064, 26.10095136434458",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 67,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.454010966788786, 26.168398879632406",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 68,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42290485819311, 26.166113715227823",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 69,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.512380239996645, 26.132354558492125",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 70,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.400230280969765, 26.178901139870675",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 71,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.45677721174454, 25.99178056138433",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 72,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.429407826952996, 26.114412310206262",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 73,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.425626590519244, 26.197907359952495",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 74,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.51053840280264, 26.018503847929992",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 75,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.37081259124159, 26.13353993010861",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 76,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42033592115496, 26.042106119289826",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 77,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.413794101734084, 26.200610374393847",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 78,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.43605375042981, 26.19796613772135",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 79,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.46751698913539, 26.22161875784539",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,5,,,,,,,
Order - 80,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.359515950484564, 26.135500955462817",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,5,,,,,,,
Order - 81,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.4051463030319, 26.21544780926442",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 82,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.37861695033169, 26.159579652503425",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 83,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.40016223003275, 26.21593679730853",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 84,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.50879712061638, 26.015643336047845",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,5,,,,,,,
Order - 85,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.431559046822, 26.028345460091316",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 86,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41496688039527, 26.145945009093282",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 87,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.414618048110555, 26.1931999569463",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,10,,,,,,,
Order - 88,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.45684688482331, 25.987387093816153",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,10,,,,,,,
Order - 89,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41328055016646, 26.192348977592758",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 90,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.49400583334804, 26.024696582350828",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 91,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.54991711180904, 26.08726451572781",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,5,,,,,,,
Order - 92,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41250758791341, 26.154149541748296",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 93,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.421840255436166, 26.12307789635608",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 94,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.37147285856929, 26.174174821120744",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 95,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.46044376984585, 26.15766484007068",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,2,,,,,,,
