label,penaltyCost,pickupArrivalWaypoint,pickupDuration,pickupCost,pickupStartTime,pickupSoftStartTime,pickupEndTime,pickupSoftEndTime,pickupCostPerHourBeforeSoftStartTime,pickupCostPerHourAfterSoftStartTime,pickupCostPerHourAfterSoftEndTime,deliveryArrivalWaypoint,deliveryDuration,deliveryCost,deliveryStartTime,deliverySoftStartTime,deliveryEndTime,deliverySoftEndTime,deliveryCostPerHourBeforeSoftStartTime,deliveryCostPerHourAfterSoftEndTime,loadDemand1Type,loadDemand1Value,loadDemand2Type,loadDemand2Value,loadDemand3Type,loadDemand3Value,loadDemand4Type,loadDemand4Value,allowedVehicleIndices
Order - 57,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.37745123, 26.07730372",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 58,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.37540948, 26.11603424",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 59,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.49446687, 26.14185141",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 60,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.39412491, 26.04526911",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 61,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.44173486, 26.07204529",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 62,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.43274251, 26.0402247",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 63,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.33637381, 26.09113756",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,5,,,,,,,
Order - 64,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42959161, 26.02399254",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 65,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.50086238, 26.13286238",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 66,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42034836, 26.19020062",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 67,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.50465284, 26.0158526",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 68,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.34883589, 26.13562238",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 69,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.40022385, 26.17885686",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 70,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.45809162, 26.05380129",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 71,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.38077879, 26.11286946",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,5,,,,,,,
Order - 72,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.45799205, 26.04043814",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 73,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.4509504, 26.23330932",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 74,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.40750061, 26.17397293",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 75,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.37737394, 26.08919283",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 76,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41687315, 26.07788431",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,5,,,,,,,
Order - 77,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.45000761, 25.99985601",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 78,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.36348461, 26.12979527",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 79,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.46144549, 26.22632115",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 80,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41690368, 26.07560686",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 81,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.52314106, 26.08584598",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 82,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.52027245, 26.08212147",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,10,,,,,,,
Order - 83,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.38887434, 26.13697973",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 84,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.40103244, 26.14839447",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 85,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.39832584, 26.14546198",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 86,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41487821, 26.05753759",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 87,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.43996884, 26.14472857",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 88,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41694702, 26.16111213",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 89,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.3988087, 26.16793531",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 90,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.34950866, 25.98168143",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 91,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.44006907, 26.17515813",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 92,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.38434681, 26.07541484",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 93,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.458297, 26.05721454",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 94,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.37178089, 26.12315577",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 95,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.34385232, 26.13758355",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 96,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.45001415, 26.18322985",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 97,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.45085202, 26.05647115",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 98,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.35876792, 26.11573032",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,1,,,,,,,
